title,u-time,content
CNN severs ties with liberal pundit Marc Lamont Hill after his controversial remarks on Israel,,"
      CNN said Thursday that it had severed ties with contributor Marc Lamont Hill following controversial comments the liberal pundit made about Israel.
  
      “Marc Lamont Hill is no longer under contract with CNN,” a spokesperson for CNN confirmed in a short statement.
  
      The move was first reported by the media news website "
FredWreck on working with Dr Dre and his Palestinian heritage,,"
      Few music producers can say they hung up on Dr. Dre because they didn’t believe it was really him calling. Even fewer can say they’ve toured with Snoop Dogg and worked with iconic artists such as Britney Spears, Eminem and Ice Cube.
  
      But that’s the case for Palestinian-American Farid Nassar, better known as FredWreck. 
  
      In studios across the world, the hip-hop legend has brought together the influences of his Arab heritage with a range of other musical styles to create a sound that resonates with people.
  "
Australia recognizes West Jerusalem as capital of Israel,,"
      Australian Prime Minister Scott Morrison announced Saturday that his government recognizes West Jerusalem as the capital of Israel.
  
      “The government has resolved that Australia’s position is now as follows: Australia now recognizes West Jerusalem as being the seat of the Knesset [Israeli parliament] … West Jerusalem is the capital of Israel,” he said in a speech at the Sydney Institute.
  
      Morrison noted that for now, the embassy won’t move from Tel Aviv, but that may change later.
  "
ACLU sues Texas over law that says contractors can't boycott Israel,,"
      The American Civil Liberties Union of Texas filed a lawsuit Tuesday challenging a state law that requires government contractors to certify they are not engaged in boycotts of Israel, the ACLU said.  
  "
United Arab Emirates to reopen embassy in Syrian capital,,"
      The United Arab Emirates will reopen its embassy in Damascus seven years after withdrawing its diplomatic representation from Syria, the Emirati government said Thursday.
  "
"Lion escapes enclosure, kills worker",,"
      A lion killed a worker Sunday at a North Carolina zoological park after it escaped a locked enclosure during a routine cleaning, officials said. 
  
      As a team led by a trained animal keeper cleaned the enclosure, “One of the lions somehow left a locked space and entered the space the humans were in and quickly killed one person,” the Conservators Center"
Intern killed by lion died 'following her passion',,"
  Correction: This story has been updated to correct the name of the university Black attended and with the correct year the center relocated.

      The zoological park intern killed by an escaped lion in North Carolina “loved animals” and wanted to make a career of working with them, her family says.
  
      Alexandra Black, a 22-year-old recent graduate of Indiana University, had been an intern at the "
"Palestinian authorities routinely 'arrest and torture' critics, says Human Rights Watch report",,"
      Palestinian authorities in the West Bank and Gaza have engaged in a systematic crackdown on dissent, including the use of torture that may amount to a crime against humanity, according to a new report from Human Rights Watch.
  "
Weekend in sport: FA Cup throws up surprises; NFL playoffs kick off; Champion Socceroos slump to shock defeat in Asian Cup,,"
      Lower league sides indulge in some FA Cup giant killing… NFL postseason opens with wildcard weekend… Socceroo shock in the UAE… Warriors and Kings put on three-point show… Swiss duo tighten grip on Hopman Cup ahead of Australian Open. This is your weekend sporting roundup.
  "
Civil rights institute in Alabama rescinds award for Angela Davis,,"
      A civil rights institute in Alabama has withdrawn an award for Angela Davis, a longtime radical political activist, author and academic.
  
      The Birmingham Civil Rights Institute’s board of directors had chosen Davis to receive its Fred Shuttlesworth Human Rights Award at its annual gala next month.
  
      But the institute decided to withdraw the award and cancel the annual gala at which "
A wall runs through it: New road divides Israelis and Palestinians,,"
      The newest road in the West Bank is sparking controversy. Designed to ease traffic between Jerusalem and nearby settlements, it looks and feels like any other road. Israeli officials call it Route 4370, but its detractors have another name for it: “apartheid road.”
  
      The road, which runs north-south, is actually two parallel roads separated by an 8-meter (approximately 26 feet) concrete wall topped with metal fencing. The western half is designed for Palestinians, though it can be used by anyone, and it bypasses Jerusalem; the eastern half is for Israelis, and anyone else with a legal permit to enter Jerusalem. 
  
      Israeli officials say the western road will alleviate Palestinian congestion in the area by connecting traffic from north of Jerusalem towards east and south, without requiring drivers to pass through checkpoints around Jerusalem.
  "
"MLK's legacy is about moral clarity, not easy analogies",,"
  Editor’s Note: Thane Rosenbaum is a novelist, essayist and distinguished fellow at New York University School of Law, where he directs the Forum on Law, Culture & Society. He serves as legal analyst for CBS News Radio and discusses Middle East politics for various cable news networks. The views expressed here are the author’s. View more "
'The Other Two' finds laughs in the long shadow of fame,,"
      What would it be like to have your little brother turn into Justin Bieber? That’s the basic premise for “The Other Two,” a very funny series from former “Saturday Night Live” writers that provides a pretty good window on the indignities, in today’s day and age, of living adjacent to fame.
  
      Comedy Central has carved out a niche with series devoted to 20-somethings, but might have one of the more appealing examples of it in some time with this new comedy, which is being paired with the final season of “Broad City.”
  
      Cary (Drew Tarver) and older sister Brooke (Helene Yorke) both operate on the fringes of showbiz. He’s still scrounging for acting jobs (while working as a waiter), while she’s in real estate, her aspirations of being a dancer having fizzled.
  "
"Alabama group reverses course, wants to honor Angela Davis",,"
      An Alabama civil rights group that rescinded an award for political activist Angela Davis said it learned from its “mistakes” over the controversial move and asked the Birmingham native to accept the honor after all.
  "
Women's March is losing its way,,"
  Editor’s Note: Roxanne Jones, a founding editor of ESPN Magazine and former vice president at ESPN, has been a producer, reporter and editor at the New York Daily News and The Philadelphia Inquirer. Jones is co-author of “"
At least 21 killed as Kenya hotel siege is declared over,,"
      Men armed with guns and explosives burst into a hotel complex in Nairobi, killing at least 21 people in an attack that lasted hours and ended Wednesday morning. 
  "
UN: Israel may have committed war crimes during Gaza protests,,"
      A UN-backed independent panel said Thursday it had “reasonable grounds” to believe Israeli soldiers may have committed war crimes and shot at journalists, health workers and children during protests in Gaza in 2018.  
  "
"US funding for Palestinians ends, raising security fears",,"
      The relationship between Israelis and Palestinians is characterized by considerable mistrust and disinterest. 
  
      But one thing officials from both sides agree: co-ordination between Israeli and Palestinian security forces in the West Bank is of vital importance, and a rare success story.
  
      For years now, both sides have recognized a mutual interest in co-operation to prevent terror attacks. 
  "
US commits another diplomatic fumble in Warsaw,,"
  Editor’s Note: Frida Ghitis, a former CNN producer and correspondent, is a world affairs columnist. She is a frequent opinion contributor to CNN and The Washington Post and a columnist for World Politics Review. The opinions expressed in this commentary are those of the author; view more"
"Kushner starts Mideast tour, could meet Saudi prince for first time since Khashoggi murder",,"
      White House senior adviser Jared Kushner has embarked on a five-nation Middle East tour that could involve his first face-to-face meeting with Saudi Arabia’s crown prince since the October 2018 murder of journalist Jamal Khashoggi. 
  
      The tour is meant to brief allies on the administration’s proposal to end the Israeli-Palestinian conflict, which Kushner indicated Monday will sidestep any attempt to forge a compromise between the two sides and instead focus on allowing “people to have better lives.”
  
      “We were unable to convince people from both sides to compromise,” Kushner said in an"
"US merges consulate with Jerusalem embassy, downgrading diplomatic relations with Palestinians",,"
      On Monday morning, the US Consulate General in Jerusalem opened under a new name and a new boss.
  
      What had functioned as the US mission to the Palestinians since the 1990s is now officially known as the Palestinian Affairs Unit.
  
      Karen Sasahara, the Consul General, is out, and the new unit reports directly to US Ambassador David Friedman, who has supported Israeli settlements in the occupied West Bank.
  "
House Democrats say vote on resolution condemning anti-Semitism expected Thursday,,"
      House Majority Leader Steny Hoyer told House Democratic caucus members during a meeting on Thursday morning that there will be a vote later in the day on a resolution to condemn anti-Semitism, multiple Democratic members told CNN.
  
      This comes after House Democratic leaders signaled on Wednesday that the timing of a vote was uncertain amid internal debate among House Democrats over the resolution and the latest controversy surrounding Rep. Ilhan Omar, whose remarks on Israel have drawn criticism, including from some Democrats. Text of the resolution is expected to be released soon.
  
      Hoyer told reporters that the resolution will condemn all forms of hate. He said the message will be “we are against bigotry, we are against prejudice and against hate.”
  "
House passes resolution condemning anti-Semitism and anti-Muslim discrimination,,"
      The House of Representatives on Thursday passed a resolution broadly condemning hate and intolerance, including anti-Semitism and anti-Muslim discrimination, in the wake of controversy over Democratic freshman Rep. Ilhan Omar. 
  
      The vote was 407-23. Twenty-three Republicans voted against the measure"
Trump says it's time for US to recognize 'Israel's Sovereignty over the Golan Heights',,"
      President Donald Trump on Thursday overturned longstanding US policy regarding the Israeli-occupied Golan Heights, announcing “it is time” for the US to “fully recognize Israel’s Sovereignty” over the region.
  
      “After 52 years it is time for the United States to fully recognize Israel’s Sovereignty over the Golan Heights, which is of critical strategic and security importance to the State of Israel and Regional Stability,” Trump tweeted.
  
      The announcement hands Israeli Prime Minister Benjamin Netanyahu a significant foreign policy victory, less than three weeks before Israelis head to the polls to decide whether he should remain in power. The move comes just days before Netanyahu is set to join Trump at the White House and follows weeks during which Netanyahu has renewed his push for the US to recognize the Golan Heights as part of Israel.
  "
Trump's Golan Heights announcement met with a shrug in the Arab world,,"
      When Mike Pompeo landed in Beirut from Tel Aviv on Friday morning, barely a handful of demonstrators took to the streets to protest the US Secretary of State’s visit.
  
      The night before, US President Donald Trump declared US recognition of Israel’s sovereignty over the Israeli-occupied Golan Heights, captured from Syria in the 1967 Six-Day War, and later annexed.
  
      Pompeo praised the announcement as “historic” and “bold,” agreeing in an interview with the Christian Broadcast Network that the US President might have been sent by God to protect Israel.
  "
Why Trump and Netanyahu desperately need each other,,"
  Editor’s Note: Aaron David Miller is a vice president and distinguished scholar at the Woodrow Wilson International Center for Scholars and author of “The End of Greatness: Why America Can’t Have (and Doesn’t Want) Another Great President.”  Miller was a Middle East negotiator in Democratic and Republican administrations. The opinions expressed in this commentary are those of the authors; view more "
Jordan's King Abdullah cancels Romania trip over Jerusalem embassy announcement,,"
      Jordan’s King Abdullah has scrapped a planned visit to Romania following the Romanian Prime Minister’s comments about moving her country’s Israeli embassy from Tel Aviv to Jerusalem, Jordan’s state-run Petra news agency said Monday.
  
      “The decision came in solidarity with Jerusalem, following Romanian Prime Minister Viorica Dancila’s remarks on Sunday, expressing the intention to move her country’s embassy to Jerusalem,” Petra reported.
  
      The PM made the announcement at a conference in Washington, DC held by the American Israeli Public Affairs Committee (AIPAC), a pro-Israel lobbying group.
  "
"Israeli troops detained a 9-year-old Palestinian at school. It's 'becoming normal', locals say",,"
      The day before we met, human rights campaigner Aref Jaber recorded the arrest of a 9-year-old Palestinian boy, taken out of school in the West Bank city of Hebron by armed Israeli soldiers.
  
      His footage shows soldiers inside Ziad Jaber elementary school, arguing with the school principal and other teachers, as they attempt to remove Zein Idris and his 7-year-old brother Taim.
  
      At one point on the video, one of the teachers is told that if he does not let go of Zein, the soldier will break the teacher’s arm.
  "
Monte Argentario: Southern Tuscany's best kept secret,,
Teenage volunteer medic killed by Israeli fire: Palestinian Health Ministry,,"
      A teenaged Palestinian volunteer medic was killed on Wednesday in the West Bank, says the Palestinian Ministry of Health. According to the boy’s friend, he was wearing a bright orange medic’s vest.
  
      Seventeen-year-old Sajed Mizhir was shot in the stomach by Israeli forces, according to Ministry officials, while working in the Dheisheh refugee camp near Bethlehem. The Israeli military says it entered the camp as part of “operational activity.”
  
      Mizhir’s friend, who spoke with CNN on condition of anonymity, said Mizhir was running to help a man who was shot in the arm when a live bullet hit him. He was rushed to the hospital where he later died, the friend added.
  "
How Israel's political debate moved from peace talks to annexation,,"
      One of the more striking campaign ads preceding Israel’s election featured footage from 2011 of Benjamin Netanyahu at the White House telling Barack Obama that the President’s wish to see a restarted peace process between Israelis and Palestinians was pie-in-the-sky.
  "
The inspirational footballers helping to change perceptions,,"
      To celebrate the start of the 2019 Women’s World Cup, we asked female footballers around the world to record a day in their lives. In the video at the top of this page, they tell us their stories. 
  "
The real goal of Jared Kushner's peace plan,,"
  Editor’s Note: Aaron David Miller is a vice president and distinguished scholar at the "
Buttigieg swipes at Trump and Democrats in expansive foreign policy pitch,,"
      In a 2020 Democratic primary race dominated by expansive domestic policy proposals, South Bend, Indiana, Mayor Pete Buttigieg sought on Tuesday to lay down a marker of his own on a different front: Foreign policy. 
  "
"Beto O'Rourke: Netanyahu is 'racist,' doesn't represent 'true will of the Israeli people'",,"
      Former Texas Democratic Rep. Beto O’Rourke offered sweeping criticism of Israeli Prime Minister Benjamin Netanyahu on Sunday, outright calling him “racist” and an obstacle to peace.
  
      Speaking in Iowa as he campaigns for the Democratic nomination for president, O’Rourke said the US-Israeli relationship was among the most important “on the planet” and singled out Netanyahu.
  
      “That relationship, if it is to be successful, must transcend partisanship in the United States, and it must be able to transcend a prime minister who is racist, as he warns about Arabs coming to the polls, who wants to defy any prospect for peace as he threatens to annex the West Bank, and who has sided with a far-right, racist party in order to maintain his hold on power,” O’Rourke said.
  "
"Jared Kushner, US peace team face credibility test in Bahrain",,"
      In the Trump administration’s vision of the future, Gaza City looks a lot more like Tel Aviv: a bustling metropole with scintillating beaches, beckoning tourists from around the world who have no reason to fear the potential for Israeli airstrikes.
  "
White House proposing $50 billion package to boost Palestinian economy -- if there is peace,,"
      The White House is proposing a $50 billion package designed to boost the Palestinian economy, presenting a vision of regional prosperity that remains contingent on an Israeli-Palestinian peace agreement, administration officials said.
  "
Jared Kushner's peace plan is dead on arrival,,"
  Editor’s Note: Peter Bergen is CNN’s national security analyst, a vice president at "
Anger as US envoys attend opening of controversial Jerusalem archaeological site,,"
      The US Ambassador to Israel inaugurated a contentious archaeological dig in Jerusalem Sunday, in an act which a senior Palestinian official described as that of an “extremist Israeli settler.”
  
      David Friedman"
Boris Johnson faces more accusations of Islamophobia over newly-unearthed text,,"
      Boris Johnson, the overwhelming favorite to take over as Britain’s prime minister next week, is facing"
Palestinian snub of Kushner's conference highlights failure of admin's outreach effort,,"
      As the architects of the Trump administration’s Palestinian-Israeli peace initiative meet in Bahrain to discuss the economic aspect of their plan – which aims to attract ideas and boost the Palestinian economy before they reveal their political blueprint at a later date – those who are supposed to benefit are absent.
  "
Fact check: Trump falsely accuses Ocasio-Cortez of calling Americans 'garbage',,"
      During an exchange with reporters as he left the White House on Friday afternoon, President Donald Trump made false accusations against both Rep. Alexandria Ocasio-Cortez and Rep. Ilhan Omar, two of the four Democratic members of Congress against whom he launched a racist “go back” attack earlier in the week. 
  "
#MyPalestinianSitty: Feud between Rep. Tlaib and Israel spurs odes to grandmothers,,"
      Rarely is something sweet born of something so bitter. 
  
      The dispute over US Rep. Rashida Tlaib’s canceled plans to visit her aging Palestinian grandmother"
Israel bars Democratic congresswomen from entering country,,"
      Israel announced Thursday it was barring the entry of two Democratic US congresswomen after Donald Trump encouraged the move, a remarkable step both by the US President and his ally, Israeli Prime Minister Benjamin Netanyahu, to punish political opponents.
  
      Deputy Foreign Minister Tzipi Hotovely told CNN on Thursday of Israel’s decision to ban Reps. Rashida Tlaib of Michigan and Ilhan Omar of Minnesota from entering the country. The announcement came shortly after Trump said Israel would be showing “great weakness” by allowing them to enter the country.
  
      “The plan of the two Congresswomen is only to damage Israel and to foment against Israel,” Netanyahu said in a statement following the decision. 
  "
Facebook announces first takedown of influence campaign with ties to Saudi government,,"
      Facebook said Thursday it had found evidence of something cyber security and national security experts have "
Lawmakers slam Trump and Netanyahu at emotional news conference following scrapped Israel trip,,"
      The first two Muslim women in Congress sharply criticized President Donald Trump and Israel’s Prime Minister Benjamin Netanyahu after a trip to visit Israel and the Palestinian territories was canceled once the two lawmakers were denied entry for supporting a boycott of Israel.
  "
"Trump mocks Tlaib's tears, says she 'grandstanded' over grandmother visit",,"
      President Donald Trump on Tuesday mocked Rep. Rashida Tlaib’s grief over her decision not to visit her grandmother in the West Bank after initially being barred by Israel, claiming the Democratic congresswoman “grandstanded” when she shed tears Monday.
  "
Trump has used Israel for political points -- and there may be consequences,,"
  Editor’s Note: Samantha Vinograd is a CNN national security analyst. She served on President Barack Obama’s National Security Council from 2009 to 2013 and at the Treasury Department under President George W. Bush. Follow her "
State Department says removal of 'Palestinian Territories' from website isn't policy change,,"
      The State Department on Monday denied that the removal of a listing for the Palestinian Territories from its website constituted a change in policy.
  
      “Website is being updated. There has been no change to our policy,” a State Department official said in a statement. Asked whether the listing would be added back to the website, the official reiterated that the site is being updated. 
  
      "
Bernie Sanders jabs Trump over comments about Jewish loyalty,,"
      Sen. Bernie Sanders on Tuesday jabbed at President Donald Trump after the President claimed that American Jews who vote for Democrats"
Netanyahu says Israel will annex parts of West Bank if he's re-elected,,"
      Israel’s Prime Minister Benjamin Netanyahu has announced plans to annex parts of the "
This is what a real threat to campus free speech looks like,,"
  Editor’s Note: David M. Perry is a journalist and historian. He’s the senior academic adviser to the History Department at the University of Minnesota. Follow him on "
"Tour company Thomas Cook collapses, stranding travelers",,
Crowds swarm Tehran to mourn slain Iran military leader Soleimani,,
Tweet purportedly from gunman in Pensacola Navy base shooting suggests al Qaeda inspiration,,"
      Much remains unknown about the Royal Saudi Air Force officer who attacked Naval Air Station Pensacola in Florida on Friday morning.                                                                                                                                                                                                                                     
  "
Thomas Cook: A history of one of the world's oldest travel firms,,
Why Israel's Arab parties made a historic move against Netanyahu,,"
      Ayman Odeh said it was possibly the most difficult decision of his life. Israel’s leading Arab politician was referring to Sunday’s announcement that the Joint List, an alliance of Arab parties that he heads, would recommend Benny Gantz as the next Israeli Prime Minister.
  
      It is only the second time in Israel’s history that Arab parties have given such a recommendation after an election – normally they do not signal a preference. The only other time they did so was in 1992, when they offered backing for Yitzhak Rabin, who had promised to pursue peace with the Palestinians if elected.
  
      The Arab parties stayed out of the coalition Rabin formed, but offered their support in key votes in Parliament. This time, too, the Joint List said its support for Gantz would not extend to joining him in government. Instead, it would back Gantz to stop the country’s longest-serving Prime Minister, Benjamin Netanyahu, from retaking office. Writing in the "
Trump delivered a fatal blow to peace in the Holy Land,,"
  Editor’s Note: James Zogby is co-founder and president of the "
Exclusive: This site pays Americans to write 'news' articles. Signs indicate it originates in Iran,"Updated 9:02 AM ET, Fri January 24, 2020 ","New York  (CNN)American Herald Tribune bills itself as a ""genuinely independent online media outlet."" Set up in 2015, it publishes in English and pays Americans to write articles. But multiple investigations by American tech companies, details of which have not previously been reported, point to the site originating in Iran.A Facebook spokesperson told CNN Business that company staff who looked into the website's Facebook page say it was linked to Iranian state media. Facebook removed the page in 2018. "
'Jeopardy!' is criticized for stating the Church of the Nativity is in Israel,"Updated 3:04 PM ET, Sun January 12, 2020 "," (CNN)Palestinian rights activists and advocacy groups are calling on ""Jeopardy!"" to apologize after stating that the Church of the Nativity is in Israel and not the Palestinian territories.The controversy erupted during Friday evening's episode, which included the category ""Where's that Church?"""
Pompeo announces reversal of longstanding US policy on Israeli settlements,,"
      US Secretary of State Mike Pompeo on Monday announced a major reversal of the US’ longstanding policy on Israeli settlements in the occupied West Bank, rejecting a 1978 State Department legal opinion that deemed the settlements “inconsistent with international law.” 
  "
The latest on the US-Iran crisis,,
Cancer now tops heart disease as the No. 1 cause of death in these countries,,"
      The world is slowly seeing cancer surpass cardiovascular disease as the leading cause of death among middle-age adults in several countries, according to a new study.
  
      Cancer surpasses heart disease as leading cause of death in many US counties "
Jared Kushner: A pivotal moment in the Middle East,"Updated 3:13 PM ET, Wed January 29, 2020 ",Jared Kushner is a senior adviser to President Donald Trump. The opinions expressed in this commentary are his own. View more opinion at CNN.
Middle East peace plan is Donald Trump's ultimate deal fantasy,"Updated 3:16 PM ET, Wed January 29, 2020 ","Aaron David Miller is a senior fellow at the Carnegie Endowment for International Peace and author of ""The End of Greatness: Why America Can't Have (and Doesn't Want) Another Great President."" Miller was a State Department Middle East analyst and negotiator in Democratic and Republican administrations. The opinions expressed in this commentary are those of the author; view more "
Trump's plan gives Israel a green light to annex part of the West Bank. Here's what that looks like,"Updated 1:18 PM ET, Wed January 29, 2020 ","Part of this analysis appeared in the January 29 edition of CNN's Meanwhile in America, the daily email about US politics for global readers. Sign up here to receive it every weekday morning.Jerusalem (CNN)"
Former President Jimmy Carter criticizes Trump's Middle East plan,"Updated 5:41 PM ET, Thu January 30, 2020 ", (CNN)Former President Jimmy Carter 
Netanyahu set to fly home from Russia with freed Israeli-American woman,"Updated 5:04 AM ET, Thu January 30, 2020 ",Moscow (CNN)An American-Israeli woman jailed in Moscow 
Trump unveils Mideast plan after Netanyahu indicted,,
What Trump's Middle East plan means for Palestinians,"Updated 8:59 PM ET, Thu January 30, 2020 ",Mustafa Barghouti is the secretary-general of the Palestinian National Initiative and is a member of the PLO Central Council. The opinions expressed in this commentary are those of the author; view more opinion articles on CNN.
Palestinians say Trump's deal is racist. But their leaders are bereft of ideas on how to fight it,"Updated 1:03 PM ET, Wed February 5, 2020 ","Ramallah, West Bank (CNN)A gloomy winter of Palestinian discontent has been made grimmer still by Donald Trump's new ""peace plan."""
UN publishes 'blacklist' of companies doing business in Israeli settlements,"Updated 7:47 PM ET, Wed February 12, 2020 ",Jerusalem (CNN)The United Nations has published a database of more than one hundred companies it says are doing business in Israeli settlements
"As election looms, Netanyahu announces new construction in East Jerusalem","Updated 9:05 PM ET, Thu February 20, 2020 ","Jerusalem (CNN)With eleven days to go until Israel's election, Prime Minister Benjamin Netanyahu has announced plans to build thousands of new homes in a part of Jerusalem that the international community holds as the capital of a future Palestinian state.  "
"Trump's Middle East plan could jeopardize Jordan-Israel peace treaty, Jordan PM says","Updated 12:55 PM ET, Tue March 3, 2020 "," (CNN)In 1994, King Hussein of Jordan and Israeli Prime Minister Yitzhak Rabin"
"55,000 students have visited this new NYC Auschwitz exhibition",,
What we need to hear from Biden and Sanders on guns,"Updated 12:46 PM ET, Sat March 14, 2020 ","Ahmad Ibsais, a Palestinian-American Muslim, is a human rights and climate justice advocate and currently attends the University of Florida studying public health and sociology. The views expressed in this commentary are his own. View more opinion at CNN."
The Joint List is the real opposition to Israel's right-wing governments,"Updated 6:42 PM ET, Thu March 26, 2020 ","Dr. Ahmad Tibi is a deputy speaker of the Israeli Knesset and parliamentary head of the Joint List faction, a coalition predominantly of Arab political parties in Israel. The views expressed in this commentary are his own. View more opinion at CNN."
Benjamin Netanyahu and Benny Gantz agree on national emergency government in Israel,"Updated 4:39 AM ET, Tue April 21, 2020 ",Jerusalem (CNN)Israel's Prime Minister Benjamin Netanyahu
Hosni Mubarak Fast Facts,,"
      Here’s a look at the life of Hosni Mubarak, former president of Egypt. 
  "
JCPenney is closing 154 stores this summer,"Updated 9:35 PM ET, Thu June 4, 2020 ","New York  (CNN Business)JCPenney is permanently closing 154 stores across 20 states this summer as part of its bankruptcy plan. The company, one of the most high-profile retailers to file for bankruptcy protection after being hit hard by the coronavirus, said it expects store closing sales to last around three months, and it will announce additional closures in the coming weeks. "
Twitter is now in completely uncharted waters,"Updated 7:08 PM ET, Fri May 29, 2020 "," (CNN Business)There is no turning back for Twitter now. The only way out is through.When Twitter slapped a warning label on one of President Donald Trump's tweets Friday for ""glorifying violence,"" it was almost certain that the move — a first for the platform — would escalate tensions with the White House. "
"Anchorage Daily News, ProPublica win Pulitzer Prize for investigation on sexual violence","Updated 6:30 PM ET, Mon May 4, 2020 ",New York (CNN Business)Anchorage Daily News and ProPublica 
Shroud of Turin still surrounded with mystery and passion,,
Graphic novel on the Tiananmen Massacre shows medium's power to capture history,,
These are the countries where novel coronavirus cases have been confirmed worldwide,,
Students at Indiana school back on campus after classmate sent home with positive Covid-19 test,"Updated 7:19 PM ET, Mon August 3, 2020 ", (CNN)The family of an Indiana student who learned of a positive Covid-19 test on the first day of school
Far more unites Black and Jewish Americans than divides them,"Updated 9:18 AM ET, Sat July 18, 2020 ","Ethan B. Katz teaches history and Jewish studies at the University of California, Berkeley, where he also co-leads a campus anti-Semitism education initiative. He is the author of ""The Burdens of Brotherhood: Jews and Muslims from North Africa to France."" Deborah Lipstadt teaches history of the Holocaust at Emory University in Atlanta, Georgia. Her most recent book is ""Antisemitism Here and Now."" The views expressed in this commentary are their own. View more opinion on CNN."
"Israel and the Kingdom of Bahrain to establish 'full diplomatic relations,' Trump says","Updated 4:08 PM ET, Fri September 11, 2020 "," (CNN)President Donald Trump said Friday that Israel and Bahrain have agreed to the ""establishment of full diplomatic relations,"" marking the second time in "
United Arab Emirates and Israel to sign normalization agreement at White House next week,"Updated 4:58 PM ET, Tue September 8, 2020 ",Washington (CNN)The White House will host a signing ceremony between the United Arab Emirates and Israel to document a new normalization deal
Lebanon's economy was already in crisis. Then the blast hit Beirut,"Updated 12:57 PM ET, Thu August 6, 2020 ","London (CNN Business)A cataclysmic blast in Beirut, Lebanon's capital, is poised to send an economy already deep in crisis hurtling toward a dangerous unknown.On Tuesday, a massive explosion at the city's port left "
Israel and the UAE establish 'full normalization of relations',"Updated 7:04 PM ET, Thu August 13, 2020 "," (CNN)Israel says it will ​temporarily ""suspend​"" plans to annex the West Bank"
Fact Check: Second night of RNC riddled with dishonesty as Melania Trump appeals for 'total honesty',"Updated 6:45 AM ET, Wed August 26, 2020 ",Washington (CNN)First Lady Melania Trump concluded the second night of the Republican National Convention with a speech in which she said
Middle East agreements brokered by Trump present opportunity for Biden if he wins election,"Updated 2:16 AM ET, Mon September 21, 2020 ",Abu Dhabi (CNN)The moment the pens went to paper to sign the Abraham Accords
What a Trump or a Biden win would mean for the Middle East,"Updated 1:27 AM ET, Mon November 2, 2020 ",Beirut (CNN) An eerie calm hangs over the Middle East as the US presidential election draws near.
"Thousands of miles away, their lives may depend on the US election too","Updated 2:17 PM ET, Tue November 3, 2020 "," (CNN)It's not just Americans who worry about their jobs, health care or feeding their families depending on who sits in the Oval Office. Even in the America First era, the US is "
"Saeb Erekat, top Palestinian negotiator, dies age 65","Updated 7:42 AM ET, Tue November 10, 2020 ","Jerusalem (CNN)Saeb Erekat, the veteran Palestinian negotiator"
Funeral ceremonies honor top Palestinian negotiator Saeb Erekat,"Updated 9:59 AM ET, Wed November 11, 2020 ",Jerusalem (CNN)Palestinian Authority President Mahmoud Abbas paid his final respects to veteran negotiator
The UAE and Bahrain deals: normalizing the abnormal,"Updated 4:20 PM ET, Thu October 1, 2020 ","Hanan Ashrawi, a member of the Executive Committee of the Palestine Liberation Organization, has been a senior figure in Palestinian politics for decades. The views expressed in this commentary are her own. Read more opinion at CNN."
A German man's Nazi grandfather took over a Jewish man's store. He tracked down his descendants to apologize,"Updated 12:02 AM ET, Sat November 14, 2020 "," (CNN)Thomas Edelmann was born in Germany more than 25 years after the Allies defeated Hitler. Yet last year, following an unexpected marketing call, the 49-year-old businessman contacted a retired teacher in Israel to apologize for the actions of the grandfather he never met."
"Donald Trump, dealmaker? Not so much.","Updated 6:07 PM ET, Tue October 6, 2020 ", (CNN)Donald Trump came to the White House promising that he would make deals the likes of which the country and the world had never seen. He nears the end of his first term in Washington on Wednesday by 
The UAE and Israel's whirlwind honeymoon has gone beyond normalization,"Updated 7:32 AM ET, Thu December 3, 2020 "," (CNN)""Ties between Israel"
Fact-checking Georgia's senatorial debate between Loeffler and Warnock,"Updated 4:16 PM ET, Tue December 8, 2020 ","Atlanta (CNN)With the presidential election technically over, all eyes are now on Georgia. Not only has the state's election process led to Republican infighting, but Georgia is also set to host two runoff elections that will determine control of the US Senate.Two of the four senatorial candidates, Republican Sen. Kelly Loeffler and her Democratic challenger Rev. Raphael Warnock, "
"Israel isn't a democracy, it's an 'apartheid regime,' rights group says","Updated 10:39 AM ET, Tue January 12, 2021 ","Jerusalem (CNN)Israel is no longer a democracy but an ""apartheid regime"" devoted to cementing the supremacy of Jews over Palestinians, the country's best-known human rights group said in a report"
Millions without power as US braces for another winter storm,,
Diplomats condemn Netanyahu's settlement drive after Israeli troops destroy Bedouin camp three times in a month,"Updated 1:24 PM ET, Wed February 10, 2021 ","Khirbet Humsa, West Bank (CNN)Small groups of women and children huddled in tents as storm clouds brewed in the west and delegations of diplomats, clerics, top politicians and media swooped down upon their misery. The commiserations flowed fast. The outrage of outsiders swelled with indignation.And in the end a top European diplomat admitted that foreign money spent on the West Bank and in Gaza was essentially a way of buying peace amid dwindling hope and a ""peace process"" between Israel and "
Neighbors are opening up their homes as the crisis in Texas deepens,"Updated 10:10 AM ET, Fri February 19, 2021 ","Want more inspiring, positive news? Sign up for The Good Stuff, a newsletter for the good in life. It will brighten your inbox every Saturday morning. "
