title,time,content
<h1>What is Israel’s word worth?</h1>,Published On 7 Dec 2021,"On October 22, Israel issued a military order designating six prominent Palestinian human rights groups – Addameer, Al-Haq, Defense for Children International-Palestine, the Union of Agricultural Work Committees, the Bisan Center for Research and Development, and the Union of Palestinian Women Committees – as “terrorist organisations”."
<h1>Palestinian student arrested on suspicion of stabbing Israeli</h1>,Published On 8 Dec 2021,"A 14-year-old Palestinian girl has been arrested in occupied East Jerusalem on suspicion of stabbing an Israeli woman in the back, Israeli police said."
<h1>When will Israel stop torturing Palestinian prisoners?</h1>,Published On 10 Dec 2021,"On June 15, 2016, Israeli forces arrested Mohammed El-Halabi, the director of the Gaza branch of World Vision, a Christian humanitarian aid organisation. Mohammed was accused of funnelling money from World Vision to resistance groups in Gaza. Probes conducted both by "
<h1>Israeli troops kill Palestinian man during West Bank protest: PA</h1>,Published On 10 Dec 2021,"Israeli forces have shot and killed a Palestinian and injured others during a protest against Israeli settlements in the occupied West Bank, the Palestinian health ministry and medics said."
<h1>Divisions as Palestinians in occupied West Bank cast local votes</h1>,Published On 11 Dec 2021, 
<h1>‘Victory’: Hunger-striking Palestinian prisoner hails release</h1>,Published On 8 Dec 2021,Smiles abound as a steady stream of visitors enters Kayed Fasfous’s room at a hospital in Ramallah.
<h1>Palestinian killed by Israeli forces after West Bank arrest raid</h1>,Published On 13 Dec 2021,"A Palestinian man has been killed during an armed confrontation with Israeli forces in the northern occupied West Bank, security and medical sources said."
<h1>Israel releases Palestinian political leader Raed Salah</h1>,Published On 13 Dec 2021,Palestinian political leader Sheikh Raed Salah has been released from a prison in Israel after serving 17 months on charges of “incitement”.
<h1>Palestinians killed during funeral at Lebanon refugee camp</h1>,Published On 12 Dec 2021,"Three members of Hamas were killed on Sunday when a shooting erupted at the funeral procession for a member of the movement killed in a blast at a south Lebanon Palestinian refugee camp, the group said."
<h1>Palestinian embroidery added to UNESCO cultural heritage list</h1>,Published On 16 Dec 2021, The United Nations cultural agency (UNESCO) has added the art of traditional Palestinian embroidery to its Intangible Cultural Heritage List.
<h1>Settlers attack Palestinian villages after West Bank killing</h1>,Published On 17 Dec 2021,"Jewish settlers have burst into several villages in the occupied West Bank, smashing homes and cars and beating up at least two people, Palestinian officials have said."
<h1>Jordan: Palestinian refugees struggle amid UNRWA funding cuts</h1>,Published On 18 Dec 2021," – Inside Jordan, Ali is a foreigner from the Gaza Strip. But outside, he is regarded as a Jordanian."
<h1>From Beijing with love</h1>,Published On 21 Dec 2021,"Last month, as I followed the much-anticipated Chinese Communist Party’s 100-year anniversary conference and the elevation of the Chinese leader, Xi Jinping , to a prophet-like status, I started listening to the celebrated Chinese artist, Ai Weiwei’s memoir, A Thousand Years of Joys and Sorrows, hoping for a reality check, painful as it all might be."
<h1>Palestinian Authority’s Abbas visits Israel’s Gantz in rare trip</h1>,Published On 29 Dec 2021,Palestinian Authority (PA) President Mahmoud Abbas has held talks with Israeli Defence Minister Benny Gantz during a rare visit to Israel.
<h1>What is behind Algeria and Palestine’s footballing love affair?</h1>,Published On 20 Dec 2021,"As the final whistle sounded at Al Bayt Stadium in Qatar’s Al-Khor last Saturday, "
<h1>Israeli settlers attack village in occupied West Bank</h1>,Published On 24 Dec 2021,"Israeli settlers have attacked the northern village of Burqa in the occupied West Bank, according to Palestinian authorities."
<h1>Tensions boil as Palestinian prisoners face collective punishment</h1>,Published On 30 Dec 2021,"Tensions have reached boiling point in several Israeli prisons holding Palestinian prisoners, with rights groups saying authorities are keeping a number of inmates, including several injured by Israeli forces, in unknown conditions."
<h1>Israeli troops kill Palestinian in occupied West Bank</h1>,Published On 31 Dec 2021,"Israeli troops have shot dead a Palestinian who was allegedly running towards them with a knife at a bus station in the occupied West Bank, the army said."
"<h1>In Gaza, young victims of Israeli bombing recount a brutal 2021</h1>",Published On 31 Dec 2021,"In May 2021, the occupied Gaza Strip experienced renewed bloodshed and destruction as Israel launched a devastating "
<h1>Three Palestinians wounded by Israeli tank fire on Gaza</h1>,Published On 29 Dec 2021,"Three Palestinians have been injured by Israeli army tank fire that came after an Israeli civilian was lightly wounded by gunfire from Gaza along the border fence with Israel, officials said, in the first exchange of fire in months on the Gaza frontier."
<h1>Best of The Take: The life and death of one Palestinian child</h1>,Published On 3 Jan 2022,"The year 2021 was the deadliest year to be a Palestinian child since 2014. As many as 86 children were killed, and Defense for Children International Palestine (DCIP) documented each of them. One of them was Obaida Jawabra. This week, we tell Obaida’s story, one of our most memorable on The Take, and hear about why it is getting harder for DCIP to do their job."
<h1>Israel hits Hamas positions in Gaza after rocket attacks</h1>,Published On 2 Jan 2022,"Israel’s military said it launched air attacks on Hamas positions in the Gaza Strip, a day after rockets fired from Gaza landed in the Mediterranean Sea."
<h1>Palestinian prisoners launch boycott of Israeli military courts</h1>,Published On 4 Jan 2022," Palestinian prisoners held without trial or charge have launched a boycott of Israel’s military courts in the occupied West Bank, as prisoner groups warn that one detainee on hunger strike faces “imminent danger of death”."
<h1>Jailed activist Ramy Shaath to be freed from Egypt detention</h1>,Published On 4 Jan 2022,"Prosecutors in Egypt have ordered the release of Egyptian-Palestinian political activist Ramy Shaath, after almost 30 months in detention, according to reports citing judicial and security sources."
<h1>Emma Watson post in support of Palestinians angers Israeli envoys</h1>,Published On 4 Jan 2022,"The official Instagram account of British actress Emma Watson has expressed solidarity with Palestinians in a new post, eliciting widespread support from pro-Palestine users but also drawing strong criticism from Israeli officials."
<h1>Israel agrees to release Palestinian prisoner on hunger strike</h1>,Published On 4 Jan 2022,"A Palestinian prisoner who has been on hunger strike for 141 days to protest being imprisoned without charge has agreed to end his fast after reaching a deal with Israel to be released next month, his lawyer said."
<h1>Sheikh Jarrah: Palestinian family faces forced displacement</h1>,Published On 5 Jan 2022,"Living in fear and apprehension, the Salem family awaits imminent forced displacement from the house they have lived in since 1951 – currently home to three generations."
<h1>Dutch government ends funding to Palestinian civil society group</h1>,Published On 6 Jan 2022,The Dutch government has said it will no longer fund one of the six major civil society and human rights organisations in Palestine which Israel banned as “terrorist groups” in October 2021.
<h1>Palestinian family protests East Jerusalem home displacement</h1>,Published On 17 Jan 2022,A Palestinian man whose family is facing forced displacement by Israeli police from their home in the flashpoint East Jerusalem neighbourhood of Sheikh Jarrah has threatened to blow up gas canisters rather than be forced out.
<h1>Palestinian man shot dead by Israeli army in occupied West Bank</h1>,Published On 6 Jan 2022,A Palestinian man has been shot dead by Israeli forces during a confrontation that followed an army raid on Balata refugee camp near the northern city of Nablus in the occupied West Bank.
<h1>Palestinians summon Dutch envoy over NGO aid cut</h1>,Published On 10 Jan 2022,The Palestinian Authority (PA) has summoned the Dutch representative to object to the Netherlands’ decision to 
<h1>Palestinian killed by Israeli army after alleged stabbing attack</h1>,Published On 17 Jan 2022,"A Palestinian has been shot dead after he tried to stab an Israeli soldier in the occupied West Bank, the Israeli army has said."
<h1>Israeli forces demolish Palestinian home in Sheikh Jarrah</h1>,Published On 19 Jan 2022,"Israeli forces have destroyed the home of a Palestinian family in Sheikh Jarrah neighbourhood in occupied East Jerusalem, days after the family tried to stave off the demolition by threatening to blow up the house."
<h1>UNRWA in ‘race against time’ for Palestinian refugees in Lebanon</h1>,Published On 19 Jan 2022, The 
<h1>Why Biden’s Jerusalem consulate promise remains unfulfilled</h1>,Published On 20 Jan 2022," The United States’s diplomatic presence in Jerusalem predates the establishment of the State of Israel by nearly a century, and an American consulate in the holy city provided services to Palestinians in East Jerusalem, the West Bank and Gaza since 1967."
"<h1 class=""gallery-header__heading"">In Pictures: Palestinian home demolished in Sheikh Jarrah</h1>",Published On 19 Jan 2022,In Pictures
<h1>Video: Israeli police tear down Palestinian home in Sheikh Jarrah</h1>,Published On 19 Jan 2022,"Israeli police have destroyed a Palestinian family’s home that has been at the centre of an anti-forced expulsion campaign in Sheikh Jarrah, occupied East Jerusalem."
<h1>Israel’s ‘war of attrition’ against Palestinian children</h1>,Published On 21 Jan 2022,They busted down the door before sunrise and about 30 Israeli officers swarmed the family home.
<h1>Suleiman Hathaleen: How a 73-year-old defied Israeli occupation</h1>,Published On 23 Jan 2022," Suleiman al-Hathaleen, 73, never backed down from an opportunity to confront Israeli forces in Masafer Yatta, Hebron, in the occupied West Bank."
<h1>Can the UN’s agency for Palestinian refugees survive?</h1>,Published On 19 Jan 2022,UNRWA warns of chronic funding shortfalls as it launches $1.6bn appeal.
<h1>Abbas will not find the ‘political horizon’ he is looking for</h1>,Published On 17 Jan 2022,"On December 28, Palestinian Authority President Mahmoud Abbas and Israeli Defence Minister Benny Gantz held a meeting at the latter’s home. This was their second official encounter since the current Israeli government took power in June. The two had previously met in August and had had a phone call a few weeks beforehand."
"<h1 class=""gallery-header__heading"">Jerusalem blanketed in white after rare snowfall</h1>",Published On 27 Jan 2022,In Pictures
<h1>Lessons from a failed ‘Palestinian’ film</h1>,Published On 21 Jan 2022,"Anyone who has the slightest familiarity with the making of a feature or documentary film would know too well what a Herculean task mounting any such project is – whether it is brilliantly or poorly done, whether it ends up being highly successful or a huge failure, critically acclaimed or a commercial flop."
<h1>Palestine 1920: The Other Side of the Palestinian Story</h1>,Published On 2 Feb 2022,A thriving trading nation or a land without a people? Historians and witnesses tell the other side of the Palestinian story.
<h1>Resisting greenwashing in the Naqab: Unity Intifada continues</h1>,Published On 28 Jan 2022,This month the Israeli regime has once again made aggressive attempts to seize Palestinian Bedouin land in the Naqab (commonly known in English as the Negev).
<h1>Destruction of Palestinian homes in East Jerusalem goes to ICC</h1>,Published On 29 Jan 2022, Nine people were injured and journalists were attacked by Israeli security forces this week as the Jerusalem Municipality demolished a two-story building and home of the Karameh family in the East Jerusalem suburb of Abu Tor on the pretext of being constructed without a building permit.
<h1>Why is the Palestinian Authority cracking down on opposition?</h1>,Published On 25 Jan 2022," The Palestinian Authority (PA) has intensified its crackdown on political opponents in the Israeli-occupied West Bank over the past months, analysts say."
<h1>Israel punishes officers in death of elderly Palestinian man</h1>,Published On 1 Feb 2022,The Israeli army has said it is to strip two officers of their commands and reprimand a third following the death of an elderly Palestinian man during his arrest and assault by Israeli soldiers in the occupied West Bank.
<h1>Israel imposing ‘apartheid’ on Palestinians: Amnesty</h1>,Published On 1 Feb 2022,"Israel is carrying out “the crime of apartheid against Palestinians” and must be held accountable for treating them as “an inferior racial group”, Amnesty International says in a new report, joining the assessment of other rights groups."
<h1>Palestinians demand answers for PA shooting at student protest</h1>,Published On 3 Feb 2022," Odai Abdeljawad, 17, has been in a state of shock since he was shot and wounded by a Palestinian Authority (PA) security officer in civilian clothing on Tuesday."
<h1>Palestinians should unite to oppose the upcoming PCC meeting</h1>,Published On 4 Feb 2022,"The Palestinian people continue to resist Israel’s oppressive and expansionist policies and actions across historic Palestine, from Jerusalem and the West Bank, to the Negev and Gaza. But, regrettably, their struggle for rights, freedoms and democracy is not only against Israel. They are also in a struggle against their own incompetent and illegitimate leaders who are desperately clinging to power."
<h1>Amnesty report on Israeli ‘apartheid’ garners bipartisan US fury</h1>,Published On 5 Feb 2022,"In an era of hyper-partisanship in the United States, a new bipartisan consensus appeared to emerge on Capitol Hill this week: condemning Amnesty International over its report accusing Israel of "
<h1>Palestine urges African Union to revoke Israel’s observer status</h1>,Published On 5 Feb 2022,"Palestinian Prime Minister Mohammed Shtayyeh urged the African Union to withdraw Israel’s accreditation, bringing simmering tensions to a head as the 55-member bloc opened a "
<h1>How a Palestinian academic defeated a campaign to silence her</h1>,Published On 10 Feb 2022,"When Shahd Abusalama told me about her new job as an associate lecturer at a UK university, I was beyond proud. But just two weeks later, she was suspended, after Sheffield Hallam University management capitulated to a racialised smear campaign launched against her by Zionist media. Instead of defending Shahd from libellous and defamatory attacks, the university added fuel to the fire, abdicating its duty of care towards a young woman of colour."
<h1>Palestinians call for probe into Israeli massacres in Tantura</h1>,Published On 22 Jan 2022,The Palestinian Authority (PA) has called for the formation of an international commission to investigate the massacres committed by Israel in the Palestinian village of Tantura in 1948.
<h1>Israel’s apartheid and the myth of the democratic Jewish state</h1>,Published On 8 Feb 2022,"Last week, the London-based Amnesty International joined the New York-based Human Rights Watch and the Jerusalem-based B’Tselem in calling Israel’s abusive and cruel system of domination over the Palestinians an apartheid, which amounts to a crime against humanity."
<h1>Israeli soldiers open fire at car in Nablus killing Palestinians</h1>,Published On 8 Feb 2022,"Israeli forces have killed three Palestinians in Nablus in the occupied West Bank, the Palestinian Ministry of Health said, drawing condemnation from the Palestinian Authority (PA)."
<h1>Teen’s death fuels Palestinian Authority corruption claims</h1>,Published On 8 Feb 2022, The death of a 16-year-old cancer patient from the besieged Gaza Strip after he was denied admission to a hospital in the occupied West Bank has revived accusations of “favouritism” and mismanagement against the Palestinian Authority (PA).
<h1>Gaza protests over Palestinians killed by Israeli fire in Nablus</h1>,Published On 10 Feb 2022," Palestinian factions in Gaza have held a mourning march for three Palestinians killed by Israeli forces in the occupied West Bank city of Nablus, with protesters condemning the killings as a “crime” and criticising the Palestinian Authority (PA) for cooperating with Israel on security."
"<h1>Israeli settler, police violence before Sheikh Jarrah expulsion</h1>",Published On 16 Feb 2022, Residents of the Palestinian neighbourhood of Sheikh Jarrah in occupied East Jerusalem say the intensified Israeli police and settler presence in the area come to lay the groundwork for a Palestinian family’s imminent forced displacement next month.
<h1>Palestinian prisoners protest Israeli ‘collective punishment’</h1>,Published On 13 Feb 2022," Palestinian prisoners in Israeli detention have taken a series of actions against recent restrictions imposed on them by authorities, prisoner rights groups said, adding that Israeli measures amounted to collective punishment."
<h1>Abbas accused of power grab after Palestinian appointments</h1>,Published On 10 Feb 2022,Major Palestinian groups have slammed new appointments to top positions in the PLO as illegitimate and an attempt to entrench the power of Palestinian Authority President Mahmoud Abbas and secure the 86-year-old’s favoured successor.
<h1>Arrests made as Israeli lawmaker visits East Jerusalem flashpoint</h1>,Published On 13 Feb 2022,Israeli police said they arrested eight people for suspected involvement in “public riots and violence” in the occupied East Jerusalem neighbourhood of Sheikh Jarrah during a visit by a controversial far-right Jewish lawmaker.
"<h1 class=""longform-hero__title longform-hero__title--large"">Books across borders</h1>",Published On 24 Feb 2022,Rebuilding the Gaza bookshop destroyed by Israel.
<h1>Australia says it will list Hamas as ‘terrorist’ group</h1>,Published On 17 Feb 2022,The Australian government has said it planned to list the whole of the Palestinian movement Hamas to its list of outlawed “terrorist” organisations.
"<h1>Israeli forces kill Palestinian boy, 14, in West Bank: Ministry</h1>",Published On 22 Feb 2022,"Israeli forces killed a teenage Palestinian boy in the occupied West Bank on Tuesday, the Palestinian health ministry said."
<h1>Israeli forces kill Palestinian teen in occupied West Bank</h1>,Published On 14 Feb 2022,"Israeli soldiers have shot dead a 17-year-old Palestinian boy during confrontations near the town of Jenin in the occupied West Bank, the Palestinian health ministry and official Wafa news agency said on Monday."
<h1>Palestinian teen shot and killed by Israeli forces in West Bank</h1>,Published On 15 Feb 2022,"A Palestinian man has been shot and killed by Israeli forces in the occupied West Bank village of Nabi Saleh, the health ministry said, during what witnesses described as a confrontation between protesters and Israeli soldiers."
<h1>Israeli police scatter Palestinian protesters in Sheikh Jarrah</h1>,Published On 18 Feb 2022,Israeli police on horseback scattered protesters in the occupied East Jerusalem neighbourhood of Sheikh Jarrah where demonstrators poured in to support 
<h1>‘A real opportunity’: Israel urges Ukrainian Jews to immigrate</h1>,Published On 4 Mar 2022," Israel is keen on bringing in Ukrainian Jewish refugees for the purpose of maintaining Jewish demographic “supremacy” over the Palestinian population, academics and analysts say."
<h1>Roman-era tombs uncovered at construction site in Gaza</h1>,Published On 23 Feb 2022, – Construction workers at a building site in northern Gaza have uncovered old tombs dating back to the first century AD.
<h1>Several Palestinians killed by Israeli forces: Ministry</h1>,Published On 1 Mar 2022,"Three Palestinians have been killed by Israeli forces in two different incidents in the occupied West Bank, the Palestinian health ministry said."
<h1>Israeli top court suspends Palestinian evictions in Sheikh Jarrah</h1>,Published On 1 Mar 2022,Israel’s Supreme Court has ruled that a group of Palestinian families slated for eviction from the occupied East Jerusalem neighbourhood of 
<h1>Israel’s Knesset passes law barring Palestinian spouses</h1>,Published On 11 Mar 2022,"Israel’s parliament has passed a law denying naturalisation to Palestinians from the occupied West Bank or Gaza married to Israeli citizens, forcing thousands of Palestinian families to either emigrate or live apart."
"<h1>What the war in Ukraine taught us, Palestinians</h1>",Published On 6 Mar 2022,"Since the early hours of February 24, when Russia began its invasion of Ukraine, the world at large has been watching the Ukrainian people’s bravery and resilience in awe."
<h1>US Supreme Court blocks testimony over Guantanamo detainee</h1>,Published On 3 Mar 2022,"The United States Supreme Court has ruled that two former CIA contractors cannot be questioned in a criminal investigation in Poland over their role in interrogating Abu Zubaydah, a suspected high-ranking al-Qaeda figure who was repeatedly subjected to waterboarding."
<h1>The cost of speaking out for Palestinian rights</h1>,Published On 25 Feb 2022,Are accusations of antisemitism being used to silence support for Palestinian rights?
<h1>‘Love for a free life’: Why Palestinian prisoners hunger strike</h1>,Published On 10 Mar 2022," Eman Badr’s smile never leaves her face ever since her 25-year-old son Miqdad was released from Israeli prison following a 113-day, life-threatening hunger strike to secure his freedom."
<h1>Some lives are more valuable than others</h1>,Published On 8 Mar 2022,There can no longer be any doubt about this egregious fact: too many Western journalists sent to Ukraine to report on another disfiguring war believe that some lives are more valuable than others.
<h1>Israeli forces kill Palestinian in alleged stabbing attack</h1>,Published On 6 Mar 2022, Israeli forces have shot dead a Palestinian teenager after he allegedly stabbed two officers in the Old City in occupied East Jerusalem.
<h1>Israeli troops demolish Palestinian homes in West Bank</h1>,Published On 8 Mar 2022,"Israeli troops have demolished the homes of two Palestinians accused of carrying out a deadly shooting attack in the occupied West Bank last year, the military said."
<h1>Israeli Jews dress as Muslims to defy Al-Aqsa prayer ban</h1>,Published On 16 Mar 2022, – Israeli Jewish activist Raphael Morris has a lot to do before his unauthorised visit to pray at the Al-Aqsa Mosque compound in occupied East Jerusalem.
<h1>Several Palestinians including teen killed by Israeli forces</h1>,Published On 15 Mar 2022,"Israeli forces have shot three Palestinians dead, including a teenager, in separate incidents in the occupied West Bank and in the Naqab (Negev) desert."
<h1>Four killed after stabbing attack in Israel’s Naqab region</h1>,Published On 22 Mar 2022,"A Palestinian man was fatally shot after reportedly carrying out a stabbing attack near a shopping centre in the southern Israeli city of Beer al-Sabe (Be’er Sheva), killing at least four people and wounding two others."
<h1>Palestinian man shot by police after alleged stabbing attack</h1>,Published On 19 Mar 2022,"A Palestinian man has been shot by Israeli forces following an alleged stabbing attack in West Jerusalem, according to police."
<h1>Palestinians threatened by Jewish ‘terrorist militia’ in Naqab</h1>,Published On 24 Mar 2022, Palestinian residents of the Naqab (Negev) say they are fearful due to the formation of armed Jewish vigilante groups amid heightened tensions in the area.
"<h1>Blinken to visit Israel, West Bank, Morocco and Algeria</h1>",Published On 24 Mar 2022,"US Secretary of State Antony Blinken will visit Israel, the occupied West Bank, Morocco and Algeria in the coming days, the US Department of State has announced, to discuss regional issues as well as "
<h1>‘Devastating’: How Israel is pulling Palestinian families apart</h1>,Published On 15 Mar 2022, Israel 
<h1>Jordan king: Israel must respect Muslim rights at Al-Aqsa</h1>,Published On 29 Mar 2022,"Jordan’s King Abdullah has called on Israel to respect Muslim rights at the Al-Aqsa Mosque compound, in a meeting with Israeli Defence Minister Benny Gantz in Amman."
<h1>Palestinian lawyer sues Israel’s NSO group in France</h1>,Published On 5 Apr 2022,Detained Palestinian lawyer 
"<h1 class=""gallery-header__heading"">Photos: Two killed, several wounded in Tel Aviv shooting</h1>",Published On 7 Apr 2022,In Pictures
<h1>Israeli forces kill three Palestinians in the occupied West Bank</h1>,Published On 31 Mar 2022, Israeli forces have killed three Palestinians in the occupied West Bank including one suspected of carrying out a stabbing attack.
<h1>Palestinians in Gaza call for right of return on Land Day</h1>,Published On 30 Mar 2022,"  Palestinians in Gaza gathered at the besieged territory’s seaport to mark Land Day, an event that emphasises Palestinian resistance to Israel."
<h1>Analysis: Palestinian ‘individual attacks’ expected to rise</h1>,Published On 30 Mar 2022,"Three separate attacks by Palestinians in the span of eight days have killed 11 Israelis, in a surge not witnessed in years, and which may continue."
<h1>Israeli leader grants forces ‘full freedom’ after Tel Aviv attack</h1>,Published On 8 Apr 2022,Israeli Prime Minister Naftali Bennett granted “all security forces full freedom” of operations in a bid to curb a surge in attacks in Israel.
<h1>Broken dreams: Palestinian students who escaped the Ukraine war</h1>,Published On 17 Mar 2022," Palestinian university student Mohammad Hafith recalls the moment when he shut the door to his apartment in the Ukrainian capital, Kyiv, and left towards an unknown fate."
<h1>Palestinian man killed by Israeli forces in occupied West Bank</h1>,Published On 1 Apr 2022,Israeli forces shot dead a Palestinian man during confrontations in the occupied West Bank city of Hebron.
<h1>Two Palestinian women killed by Israeli forces in the West Bank</h1>,Published On 10 Apr 2022,"Two Palestinian women have been killed by Israeli forces in separate incidents in the occupied West Bank, according to Israeli police and official Palestinian media."
<h1>Israeli forces kill Palestinian after alleged attempted stabbing</h1>,Published On 12 Apr 2022,"Israeli police say its forces have shot dead a Palestinian man in the port city of Asqalan (Ashkelon), alleging that he had attempted to stab a police officer with a kitchen knife."
<h1>Israeli forces kill three Palestinians in occupied West Bank</h1>,Published On 2 Apr 2022,"Israeli security forces have killed three Palestinian men in the occupied West Bank, Israeli police said."
<h1>Israeli army kills one Palestinian in Jenin refugee camp raid</h1>,Published On 9 Apr 2022,"Israeli security forces shot dead a Palestinian in the occupied West Bank refugee camp of Jenin, home of the gunman behind a recent deadly Tel Aviv attack."
"<h1>Under Israeli surveillance: Living in dystopia, in Palestine</h1>",Published On 13 Apr 2022,"It has been more than five months since the United States sanctioned the Israeli spyware company NSO Group, and stories about the use and abuse of its Pegasus product continue to break. As various organisations try to push for further measures against Israel for supplying human rights abusers with this tool to further their violations, it is important to remember that Israeli military and surveillance technology is first developed for and tested on Palestinians, before being exported."
<h1>Israeli forces kill Palestinian in Nablus as raids continue</h1>,Published On 13 Apr 2022,Israeli troops killed a Palestinian in the city of Nablus after a series of attacks inside Israel sparked five consecutive days of army raids in the illegally occupied West Bank.
<h1>Uptick in Israeli-Palestinian violence explained in 600 words</h1>,Published On 14 Apr 2022,"Palestinians and Israelis have witnessed an increase in violence over the past month, with Palestinian attackers targeting Israeli cities and Israeli forces "
<h1>Calls grow for release of Palestinian prisoner Ahmad Manasra</h1>,Published On 13 Apr 2022," Palestinians are increasing calls for the release of Ahmad Manasra, who was arrested and interrogated under horrific circumstances at the age of 13, before being "
<h1>Fourth Palestinian dies after being shot by Israeli soldiers</h1>,Published On 11 Apr 2022,"A Palestinian teenager died on Monday after he was shot by Israeli forces in the West Bank city of Jenin the previous day, making him the fourth Palestinian to be killed by Israeli soldiers in two days."
<h1>‘Ripe for explosion’: Israel-Palestine tensions rise in Ramadan</h1>,Published On 14 Apr 2022,"Tensions on the ground in the Israeli-occupied Palestinian territory are heading towards a large-scale eruption this Ramadan, analysts expect, as residents of the besieged Gaza Strip fear yet another war."
<h1>Palestine death toll rises to five in Israeli-occupied West Bank</h1>,Published On 14 Apr 2022,Israeli soldiers have killed five Palestinians in the illegally occupied West Bank – one of them a 14-year-old boy – amid continued raids by the Israeli armed forces following a series of deadly attacks inside Israel.
"<h1>Israeli forces raid Al-Aqsa Mosque, over 150 Palestinians injured</h1>",Published On 15 Apr 2022,Israeli forces raided the Al-Aqsa Mosque compound in occupied East Jerusalem with medics reporting at least 158 Palestinians injured in the ensuing violence as hundreds were detained.
"<h1 class=""gallery-header__heading"">Photos: Scores of Palestinians injured, arrested in Al-Aqsa raid</h1>",Published On 15 Apr 2022,In Pictures
<h1>Tensions flare as Israeli police enter Al-Aqsa Mosque again</h1>,Published On 17 Apr 2022,"Israeli police have entered the Al-Aqsa Mosque compound as worshippers gathered for early morning prayers, two days after detaining hundreds at the site in another raid at the mosque."
<h1>Infographic: How many Palestinians are imprisoned by Israel?</h1>,Published On 17 Apr 2022,"On April 17 every year, Palestinian Prisoner’s Day is commemorated to highlight the plight of those held in Israeli jails and their struggle for freedom against the "
<h1>Raid on Jerusalem’s Al-Aqsa Mosque raises fear of new conflict</h1>,Published On 15 Apr 2022,"Almost one year after confrontations between Palestinians and Israeli security forces in Jerusalem led to war in the Gaza Strip, escalating tension in the city during the holy month of Ramadan has raised fears that events of 2021 could repeat."
"<h1>‘150,000 Palestinians’ attend Friday prayers at Al-Aqsa Mosque</h1>",Published On 22 Apr 2022,– The third Friday prayers of Ramadan at the Al-Aqsa Mosque compound in occupied East Jerusalem were sandwiched by 
<h1>Palestinians injured after Israeli settlers march to outpost</h1>,Published On 19 Apr 2022," Israeli forces injured at least 40 Palestinian protesters after thousands of Israeli Jewish settlers marched to the evacuated settlement outpost of Homesh, near Nablus in the occupied West Bank."
<h1>Israeli attack on the Gaza Strip as tensions soar in Jerusalem</h1>,Published On 18 Apr 2022,"Israeli warplanes launched an attack in the Gaza Strip targeting what the military said was a weapons manufacturing site belonging to Hamas, the Palestinian group that administers the coastal enclave."
<h1>I will not be bullied by Israel</h1>,Published On 22 Apr 2022,"A pro-Israel group is trying to remove my music from audio streaming service Spotify. They are claiming that my music incites violence – particularly because I use the word “intifada”. Of course, they are well aware that arguing this in a court of law would be very difficult, but they judge that Spotify may accept their justification."
<h1>How should leaders respond to rising tension over Al-Aqsa Mosque?</h1>,Published On 17 Apr 2022,Tensions around the Al-Aqsa Mosque compound in occupied East Jerusalem come amid an uptick in Israel-Palestine violence.
<h1>Gaza protests against Israeli raids at Al-Aqsa Mosque</h1>,Published On 15 Apr 2022, – Hundreds of Palestinians took to the streets to protest Israeli forces breaking into the Al-Aqsa Mosque on Friday and in a show of support for people living in the occupied West Bank.
<h1>Palestinians denounce Israel’s move to close Gaza crossing</h1>,Published On 23 Apr 2022,Israel’s decision to close its only crossing for Palestinian workers coming from the Gaza Strip has been denounced as “collective punishment” of the impoverished territory’s two million residents who have lived under an Israeli-Egyptian blockade for nearly 15 years.
<h1>Palestinians mark prisoners’ day amid Jerusalem tensions</h1>,Published On 17 Apr 2022,Dozens of people have gathered opposite the headquarters of the International Committee of the Red Cross (ICRC) in the besieged Gaza Strip to demand that Israel immediately release Palestinian prisoners.
<h1>Hamas holds rally in Gaza over Israeli raids at Al-Aqsa Mosque</h1>,Published On 22 Apr 2022," For the second week in a row, thousands of Palestinians participated in a mass rally called by the Hamas movement to show solidarity in the face of continued Israeli raids in occupied Jerusalem and the Al-Aqsa Mosque."
